time,seconds_elapsed,z,y,x
1783696038417418200,0.052418212890625,0.3560486435890198,0.31824541091918945,-0.16317906975746155
1783696038427382300,0.06238232421875,0.3817490339279175,0.45698726177215576,-0.12734684348106384
1783696038437346300,0.07234619140625,0.416117399930954,0.507320761680603,-0.1098078042268753
1783696038447309300,0.082309326171875,0.460581511259079,0.4605180025100708,-0.12106551229953766
1783696038457273300,0.0922734375,0.5039209723472595,0.37684494256973267,-0.1536405086517334
1783696038467237000,0.102237060546875,0.5435789823532104,0.3194141685962677,-0.1995696723461151
1783696038477201200,0.112201171875,0.5691975355148315,0.298471063375473,-0.23995891213417053
1783696038487164200,0.1221640625,0.5802980065345764,0.2936542332172394,-0.2618170380592346
1783696038497128200,0.132128173828125,0.5766095519065857,0.2899574935436249,-0.26212969422340393
1783696038507092200,0.14209228515625,0.5698549151420593,0.26963117718696594,-0.24913033843040466
1783696038517055200,0.15205517578125,0.5553135275840759,0.2391369491815567,-0.218412384390831
1783696038527019300,0.162019287109375,0.5449673533439636,0.22077971696853638,-0.17091608047485352
1783696038536983300,0.1719833984375,0.5442970395088196,0.19634121656417847,-0.13003282248973846
1783696038546947300,0.181947265625,0.5452628135681152,0.16152560710906982,-0.10419949889183044
1783696038556910300,0.191910400390625,0.5470939874649048,0.1199166476726532,-0.09452130645513535
1783696038566874400,0.201874267578125,0.5472234487533569,0.10565073043107986,-0.08390136808156967
1783696038576838100,0.211838134765625,0.5409170985221863,0.126027911901474,-0.05790971964597702
1783696038586801400,0.221801513671875,0.5246842503547668,0.15899525582790375,-0.0323701873421669
1783696038596765200,0.23176513671875,0.493789404630661,0.17941157519817352,-0.01865464262664318
1783696038606729200,0.241729248046875,0.45403289794921875,0.186541348695755,-0.013637912459671497
1783696038616693200,0.251693359375,0.41893404722213745,0.20519785583019257,-0.006919556763023138
1783696038626656300,0.26165625,0.3880839943885803,0.23004001379013062,0.0009792190976440907
1783696038636620300,0.271620361328125,0.3695444166660309,0.24264422059059143,0.0039041689597070217
1783696038646584300,0.281584228515625,0.34927093982696533,0.23443572223186493,0.0021359650418162346
1783696038656547300,0.29154736328125,0.33036676049232483,0.2222520262002945,0.009186416864395142
1783696038666511400,0.301511474609375,0.3206535577774048,0.2172529697418213,0.03036259487271309
1783696038676475400,0.311475341796875,0.31704655289649963,0.2059587836265564,0.05792657658457756
1783696038686439200,0.321439208984375,0.3139456510543823,0.19711218774318695,0.08435211330652237
1783696038696402400,0.33140234375,0.3092347979545593,0.19647596776485443,0.11766133457422256
1783696038706366200,0.3413662109375,0.30350029468536377,0.2021021991968155,0.1527019739151001
1783696038716330200,0.351330322265625,0.30146804451942444,0.2061680555343628,0.18537896871566772
1783696038726293200,0.361293212890625,0.29850849509239197,0.20784121751785278,0.2053571492433548
1783696038736257300,0.37125732421875,0.3054391145706177,0.21976792812347412,0.21276766061782837
1783696038746221300,0.38122119140625,0.3214420676231384,0.25976625084877014,0.21238429844379425
1783696038756185300,0.391185302734375,0.34969502687454224,0.29516178369522095,0.19607536494731903
1783696038766148400,0.4011484375,0.3677211403846741,0.2693057358264923,0.15597164630889893
1783696038776112400,0.4111123046875,0.36486726999282837,0.2308131903409958,0.10443922132253647
1783696038786076400,0.421076416015625,0.3534156382083893,0.22557561099529266,0.05387796089053154
1783696038796039200,0.4310390625,0.34521549940109253,0.19826915860176086,0.006229748949408531
1783696038806003200,0.441003173828125,0.3334023654460907,0.16767391562461853,-0.03973742574453354
1783696038815967200,0.45096728515625,0.3048596680164337,0.16551490128040314,-0.08469877392053604
1783696038825931300,0.46093115234375,0.2565024793148041,0.21546253561973572,-0.13097792863845825
1783696038835894000,0.47089404296875,0.2108127474784851,0.2877143919467926,-0.16905127465724945
1783696038845858000,0.480858154296875,0.18984591960906982,0.3543100655078888,-0.18834510445594788
1783696038855822300,0.490822265625,0.19062009453773499,0.3987233340740204,-0.18411122262477875
1783696038865786400,0.500786376953125,0.20676614344120026,0.40302494168281555,-0.15295584499835968
1783696038875749000,0.5107490234375,0.2200145721435547,0.36458754539489746,-0.10311932861804962
1783696038885713200,0.520713134765625,0.22162936627864838,0.30424419045448303,-0.04753473401069641
1783696038895677400,0.530677490234375,0.2084304690361023,0.23171935975551605,0.010732034221291542
1783696038905640200,0.54064013671875,0.17883771657943726,0.14116321504116058,0.0644805058836937
1783696038915604200,0.550604248046875,0.1447330117225647,0.06829327344894409,0.12953834235668182
1783696038925568000,0.560568115234375,0.1089690774679184,0.03201198950409889,0.2058531492948532
1783696038935532000,0.570531982421875,0.08709173649549484,0.03399018570780754,0.27899765968322754
1783696038945495000,0.5804951171875,0.07191197574138641,0.059806257486343384,0.33639582991600037
1783696038955459000,0.590458984375,0.06496965140104294,0.09338898211717606,0.36826851963996887
1783696038965423000,0.600423095703125,0.05777416750788689,0.13025273382663727,0.361328125
1783696038975386000,0.61038623046875,0.05124116688966751,0.15791605412960052,0.31774869561195374
1783696038985350100,0.62035009765625,0.04004049301147461,0.17443490028381348,0.2644151747226715
1783696038995314200,0.630314208984375,0.024186428636312485,0.18310695886611938,0.20643575489521027
1783696039005277200,0.640277099609375,0.0022378070279955864,0.17640908062458038,0.16347679495811462
1783696039015241200,0.6502412109375,-0.023020144551992416,0.15659703314304352,0.13359372317790985
1783696039025205200,0.660205322265625,-0.05310233682394028,0.1237821877002716,0.10680059343576431
1783696039035169000,0.6701689453125,-0.08553671091794968,0.07530439645051956,0.083950936794281
1783696039045132300,0.68013232421875,-0.10478190332651138,0.028540724888443947,0.05463392660021782
1783696039055096000,0.690095947265625,-0.11074818670749664,-0.016344724223017693,0.02134574204683304
1783696039065060000,0.70006005859375,-0.10824966430664062,-0.056342869997024536,-0.025269348174333572
1783696039075023000,0.710023193359375,-0.0948164090514183,-0.10052870213985443,-0.08923474699258804
1783696039084987100,0.719987060546875,-0.07522626966238022,-0.1501159816980362,-0.16589513421058655
1783696039094951200,0.729951171875,-0.05589597672224045,-0.18744604289531708,-0.25100257992744446
1783696039104915200,0.739915283203125,-0.0429455041885376,-0.19447007775306702,-0.32923293113708496
1783696039114878200,0.749878173828125,-0.025805668905377388,-0.16588743031024933,-0.385832279920578
1783696039124842200,0.75984228515625,-0.0046945917420089245,-0.11376139521598816,-0.39950546622276306
1783696039134806300,0.76980615234375,0.028381600975990295,-0.039487965404987335,-0.36567771434783936
1783696039144769300,0.779769287109375,0.07265538722276688,0.02509903907775879,-0.29177477955818176
1783696039154733000,0.789733154296875,0.11418445408344269,0.049317024648189545,-0.204036682844162
1783696039164697000,0.799697021484375,0.14521999657154083,0.034398678690195084,-0.11291565746068954
1783696039174661000,0.8096611328125,0.16383762657642365,-0.01598593033850193,-0.02882128767669201
1783696039184624000,0.8196240234375,0.16226239502429962,-0.05795104801654816,0.03963281959295273
1783696039194588200,0.829588134765625,0.15473949909210205,-0.07984808832406998,0.07051056623458862
1783696039204552200,0.83955224609375,0.14802365005016327,-0.08861619979143143,0.07334974408149719
1783696039214515200,0.84951513671875,0.12072865664958954,-0.06786644458770752,0.053207725286483765
1783696039224479200,0.859479248046875,0.06563737243413925,-0.019456135109066963,0.012899581342935562
1783696039234443300,0.869443359375,0.025831367820501328,0.009832510724663734,-0.038159340620040894
1783696039244406800,0.87940673828125,0.003475019708275795,0.054687388241291046,-0.07978817075490952
1783696039254369800,0.889369873046875,-0.01892695762217045,0.11544021964073181,-0.09638871997594833
1783696039264333800,0.899333740234375,-0.040743570774793625,0.14582322537899017,-0.09330061823129654
1783696039274297600,0.909297607421875,-0.05770337954163551,0.16790243983268738,-0.06231128051877022
1783696039284260900,0.9192607421875,-0.072435162961483,0.19023644924163818,-0.005731121636927128
1783696039294224600,0.929224609375,-0.09165679663419724,0.20062464475631714,0.04887726530432701
1783696039304188700,0.939188720703125,-0.1007164791226387,0.19338294863700867,0.08481454104185104
1783696039314152700,0.949152587890625,-0.10738875716924667,0.1886981874704361,0.09060399234294891
1783696039324115700,0.95911572265625,-0.11188700795173645,0.2023608535528183,0.07931618392467499
1783696039334079700,0.969079833984375,-0.09950810670852661,0.22888566553592682,0.0659303367137909
1783696039344043800,0.979043701171875,-0.06977410614490509,0.2505784034729004,0.0629173144698143
1783696039354006800,0.9890068359375,-0.023167461156845093,0.2693270444869995,0.07664031535387039
1783696039363970800,0.998970703125,0.03781389072537422,0.27729740738868713,0.11715618520975113
